customer_id,recency,frequency,monetary,r,f,m,score,segment
C01103,106,5,33256.85,2,3,4,9,Loyal
C01104,10,1,504.87,4,1,1,6,Regular
C01105,12,2,14471.57,4,1,2,7,Regular
C01106,122,3,13617.41,2,2,2,6,Regular
C01107,2,5,34783.93,4,3,4,11,Champions
C01108,122,4,22263.73,2,3,3,8,Regular
C01109,77,4,9280.369999999999,2,3,1,6,Regular
C01110,75,4,20454.38,2,3,3,8,Regular
C01111,62,4,17539.43,3,3,3,9,Loyal
C01112,159,6,23292.88,1,4,3,8,Regular
C01113,88,4,14186.210000000001,2,3,2,7,Regular
C01114,102,4,19915.31,2,3,3,8,Regular
C01115,1,4,27389.05,4,3,4,11,Champions
C01116,213,2,9979.130000000001,1,1,2,4,At Risk
C01117,185,5,37665.15,1,3,4,8,Regular
C01118,174,2,7068.21,1,1,1,3,At Risk
C01119,135,3,13718.25,1,2,2,5,At Risk
C01120,67,2,4082.0,3,1,1,5,At Risk
C01121,12,4,15065.27,4,3,2,9,Loyal
C01122,137,4,12452.03,1,3,2,6,Regular
C01123,6,2,6448.69,4,1,1,6,Regular
C01124,36,3,10532.73,3,2,2,7,Regular
C01125,326,1,880.81,1,1,1,3,At Risk
C01126,31,4,32533.589999999997,3,3,4,10,Loyal
C01127,120,3,12293.400000000001,2,2,2,6,Regular
C01128,96,2,7557.620000000001,2,1,1,4,At Risk
C01129,72,1,4073.91,2,1,1,4,At Risk
C01130,9,7,25708.809999999998,4,4,4,12,Champions
C01131,63,4,17842.18,3,3,3,9,Loyal
C01132,16,5,27134.08,4,3,4,11,Champions
C01134,99,4,8968.07,2,3,1,6,Regular
C01135,38,4,26544.37,3,3,4,10,Loyal
C01136,6,3,18907.21,4,2,3,9,Loyal
C01137,99,2,8863.39,2,1,1,4,At Risk
C01138,20,5,28015.6,4,3,4,11,Champions
C01139,172,1,8515.4,1,1,1,3,At Risk
C01140,11,5,27649.73,4,3,4,11,Champions
C01141,104,4,30999.58,2,3,4,9,Loyal
C01142,258,1,10390.11,1,1,2,4,At Risk
C01143,105,4,14200.640000000001,2,3,2,7,Regular
C01144,144,3,18745.69,1,2,3,6,Regular
C01145,56,2,3006.73,3,1,1,5,At Risk
C01146,149,3,19155.02,1,2,3,6,Regular
C01147,268,1,1823.61,1,1,1,3,At Risk
C01148,18,3,19304.190000000002,4,2,3,9,Loyal
C01149,81,5,21189.22,2,3,3,8,Regular
C01150,259,1,2602.94,1,1,1,3,At Risk
C01151,60,3,3396.6499999999996,3,2,1,6,Regular
C01152,45,5,11606.61,3,3,2,8,Regular
C01153,66,3,11653.74,3,2,2,7,Regular
C01154,75,1,5847.24,2,1,1,4,At Risk
C01155,12,6,32911.65,4,4,4,12,Champions
C01156,113,4,7146.75,2,3,1,6,Regular
C01157,67,3,18968.489999999998,3,2,3,8,Regular
C01158,21,1,5714.65,4,1,1,6,Regular
C01159,39,1,7347.71,3,1,1,5,At Risk
C01160,184,3,10108.68,1,2,2,5,At Risk
C01161,109,2,8576.63,2,1,1,4,At Risk
C01162,163,2,11886.2,1,1,2,4,At Risk
C01163,222,3,27546.22,1,2,4,7,Regular
C01164,108,3,18620.32,2,2,3,7,Regular
C01165,100,4,22935.82,2,3,3,8,Regular
C01166,1,3,15909.59,4,2,2,8,Regular
C01167,183,2,6470.29,1,1,1,3,At Risk
C01168,37,4,35393.13,3,3,4,10,Loyal
C01169,183,2,10836.439999999999,1,1,2,4,At Risk
C01170,6,6,25116.18,4,4,4,12,Champions
C01171,19,5,24811.879999999997,4,3,4,11,Champions
C01172,28,3,3309.97,3,2,1,6,Regular
C01173,43,4,19236.06,3,3,3,9,Loyal
C01174,316,1,6987.68,1,1,1,3,At Risk
C01175,74,4,14858.14,2,3,2,7,Regular
C01176,173,3,8977.89,1,2,1,4,At Risk
C01177,4,3,10299.83,4,2,2,8,Regular
C01178,224,3,11971.4,1,2,2,5,At Risk
C01179,22,6,20160.079999999998,4,4,3,11,Champions
C01180,255,3,20099.92,1,2,3,6,Regular
C01181,100,6,19960.84,2,4,3,9,Loyal
C01182,1,2,13722.369999999999,4,1,2,7,Regular
C01183,6,4,20074.19,4,3,3,10,Loyal
C01184,182,2,4726.49,1,1,1,3,At Risk
C01185,160,2,9678.199999999999,1,1,2,4,At Risk
C01186,30,8,37831.6,3,4,4,11,Champions
C01188,99,4,28252.63,2,3,4,9,Loyal
C01189,231,4,18858.84,1,3,3,7,Regular
C01190,76,3,28481.47,2,2,4,8,Regular
C01191,30,3,12528.81,3,2,2,7,Regular
C01192,85,2,7711.87,2,1,1,4,At Risk
C01193,89,7,38527.44,2,4,4,10,Loyal
C01194,26,3,16319.58,4,2,3,9,Loyal
C01195,24,1,3224.03,4,1,1,6,Regular
C01196,6,8,33920.59,4,4,4,12,Champions
C01197,4,4,28928.239999999998,4,3,4,11,Champions
C01198,314,1,3207.31,1,1,1,3,At Risk
C01200,82,4,25614.02,2,3,4,9,Loyal
C01201,75,4,11333.810000000001,2,3,2,7,Regular
C01202,88,3,6641.91,2,2,1,5,At Risk
C01203,189,2,9054.55,1,1,1,3,At Risk
C01204,64,5,30028.33,3,3,4,10,Loyal
C01205,55,3,12860.43,3,2,2,7,Regular
C01206,252,3,13229.09,1,2,2,5,At Risk
C01207,25,4,22207.86,4,3,3,10,Loyal
C01208,133,4,24214.690000000002,1,3,3,7,Regular
C01209,53,6,38616.13,3,4,4,11,Champions
C01210,37,4,9020.81,3,3,1,7,Regular
C01211,160,5,21430.11,1,3,3,7,Regular
C01212,358,1,4909.36,1,1,1,3,At Risk
C01213,53,6,34681.52,3,4,4,11,Champions
C01214,101,3,13104.880000000001,2,2,2,6,Regular
C01215,94,4,17493.72,2,3,3,8,Regular
C01216,64,2,5606.68,3,1,1,5,At Risk
C01218,6,4,14551.33,4,3,2,9,Loyal
C01220,93,3,24202.07,2,2,3,7,Regular
C01221,26,4,10029.130000000001,4,3,2,9,Loyal
C01222,13,3,11180.300000000001,4,2,2,8,Regular
C01223,48,4,25143.75,3,3,4,10,Loyal
C01224,57,3,16824.25,3,2,3,8,Regular
C01225,96,2,10633.93,2,1,2,5,At Risk
C01226,44,5,22043.43,3,3,3,9,Loyal
C01227,89,2,7822.969999999999,2,1,1,4,At Risk
C01228,21,5,19509.86,4,3,3,10,Loyal
C01229,335,2,8866.45,1,1,1,3,At Risk
C01230,29,3,23098.27,3,2,3,8,Regular
C01231,38,6,43668.86,3,4,4,11,Champions
C01232,91,3,26956.559999999998,2,2,4,8,Regular
C01233,209,4,17400.65,1,3,3,7,Regular
C01234,7,2,10547.49,4,1,2,7,Regular
C01235,8,6,24033.87,4,4,3,11,Champions
C01236,98,5,29499.03,2,3,4,9,Loyal
C01237,89,4,20944.1,2,3,3,8,Regular
C01238,14,3,12354.09,4,2,2,8,Regular
C01240,194,4,12487.65,1,3,2,6,Regular
C01241,1,5,33484.77,4,3,4,11,Champions
C01242,92,5,24990.420000000002,2,3,4,9,Loyal
C01243,4,5,21801.37,4,3,3,10,Loyal
C01244,209,4,14529.119999999999,1,3,2,6,Regular
C01245,17,7,30393.489999999998,4,4,4,12,Champions
C01246,26,7,38902.61,4,4,4,12,Champions
C01247,47,2,13370.380000000001,3,1,2,6,Regular
C01248,119,3,19150.68,2,2,3,7,Regular
C01249,66,5,21034.879999999997,3,3,3,9,Loyal
C01250,55,4,27010.09,3,3,4,10,Loyal
C01251,54,7,40656.25,3,4,4,11,Champions
C01252,24,4,20154.170000000002,4,3,3,10,Loyal
C01253,269,1,4600.22,1,1,1,3,At Risk
C01254,13,2,3800.0199999999995,4,1,1,6,Regular
C01255,112,3,5840.09,2,2,1,5,At Risk
C01256,41,9,29134.44,3,4,4,11,Champions
C01257,97,3,8953.08,2,2,1,5,At Risk
C01258,7,3,15898.32,4,2,2,8,Regular
C01259,183,2,6820.0599999999995,1,1,1,3,At Risk
C01260,172,1,4512.74,1,1,1,3,At Risk
C01261,19,4,29995.61,4,3,4,11,Champions
C01262,22,3,22176.5,4,2,3,9,Loyal
C01263,10,4,9250.96,4,3,1,8,Regular
C01264,109,5,26259.53,2,3,4,9,Loyal
C01265,286,3,16019.58,1,2,2,5,At Risk
C01266,31,4,16072.83,3,3,2,8,Regular
C01267,308,1,4473.85,1,1,1,3,At Risk
C01268,228,2,10417.81,1,1,2,4,At Risk
C01269,3,6,20610.84,4,4,3,11,Champions
C01270,95,4,12576.73,2,3,2,7,Regular
C01271,23,5,22775.87,4,3,3,10,Loyal
C01272,30,2,4403.34,3,1,1,5,At Risk
C01273,126,3,6691.650000000001,2,2,1,5,At Risk
C01274,193,3,16787.5,1,2,3,6,Regular
C01275,77,6,41202.729999999996,2,4,4,10,Loyal
C01276,144,3,14834.73,1,2,2,5,At Risk
C01277,218,3,21821.61,1,2,3,6,Regular
C01278,9,5,21239.32,4,3,3,10,Loyal
C01279,174,2,9586.8,1,1,2,4,At Risk
C01280,188,1,2687.39,1,1,1,3,At Risk
C01281,56,3,11124.27,3,2,2,7,Regular
C01282,118,2,5704.16,2,1,1,4,At Risk
C01283,189,1,4742.93,1,1,1,3,At Risk
C01284,77,4,16368.9,2,3,3,8,Regular
C01285,37,5,28384.3,3,3,4,10,Loyal
C01286,119,4,22156.34,2,3,3,8,Regular
C01288,15,9,38258.33,4,4,4,12,Champions
C01289,51,2,9275.89,3,1,1,5,At Risk
C01290,78,3,13711.59,2,2,2,6,Regular
C01291,57,3,18129.59,3,2,3,8,Regular
C01292,40,2,4085.76,3,1,1,5,At Risk
C01293,13,3,6559.84,4,2,1,7,Regular
C01294,122,5,30217.43,2,3,4,9,Loyal
C01295,119,5,20641.16,2,3,3,8,Regular
C01296,5,4,8590.94,4,3,1,8,Regular
C01297,50,4,15236.400000000001,3,3,2,8,Regular
C01298,10,4,14512.66,4,3,2,9,Loyal
C01299,227,1,3124.58,1,1,1,3,At Risk
C01300,148,3,25010.079999999998,1,2,4,7,Regular
C01301,35,4,17017.36,3,3,3,9,Loyal
C01302,48,6,32275.059999999998,3,4,4,11,Champions
C01303,109,7,26250.78,2,4,4,10,Loyal
C01304,82,6,27883.9,2,4,4,10,Loyal
C01305,105,5,44529.23,2,3,4,9,Loyal
C01306,11,6,26619.510000000002,4,4,4,12,Champions
C01307,160,2,8946.68,1,1,1,3,At Risk
C01308,47,2,8160.34,3,1,1,5,At Risk
C01309,50,4,8923.75,3,3,1,7,Regular
C01310,179,1,1676.36,1,1,1,3,At Risk
C01311,33,8,28469.84,3,4,4,11,Champions
C01312,23,3,21663.399999999998,4,2,3,9,Loyal
C01313,95,5,23366.39,2,4,3,9,Loyal
C01314,46,8,30276.86,3,4,4,11,Champions
C01315,168,3,21119.55,1,2,3,6,Regular
C01316,133,2,5371.3,1,1,1,3,At Risk
C01317,30,6,22219.33,3,4,3,10,Loyal
C01318,77,7,29040.059999999998,2,4,4,10,Loyal
C01319,95,5,26142.9,2,4,4,10,Loyal
C01320,45,6,16771.1,3,4,3,10,Loyal
C01321,42,3,5511.45,3,2,1,6,Regular
C01322,175,2,11024.74,1,1,2,4,At Risk
C01323,151,3,6472.0,1,2,1,4,At Risk
C01324,14,6,44061.79,4,4,4,12,Champions
C01326,31,2,8093.75,3,1,1,5,At Risk
C01327,13,4,22286.8,4,3,3,10,Loyal
C01328,90,5,15830.77,2,4,2,8,Regular
C01329,52,6,28861.56,3,4,4,11,Champions
C01330,170,3,23495.57,1,2,3,6,Regular
C01331,193,2,11528.33,1,1,2,4,At Risk
C01332,27,6,26834.690000000002,4,4,4,12,Champions
C01333,35,2,4902.24,3,1,1,5,At Risk
C01334,143,4,15232.63,1,3,2,6,Regular
C01335,96,5,19432.74,2,4,3,9,Loyal
C01336,12,5,35397.24,4,4,4,12,Champions
C01337,91,3,12012.24,2,2,2,6,Regular
C01338,103,6,30726.76,2,4,4,10,Loyal
C01339,26,6,23204.510000000002,4,4,3,11,Champions
C01340,15,6,30212.21,4,4,4,12,Champions
C01341,147,4,25479.29,1,3,4,8,Regular
C01342,7,7,46630.490000000005,4,4,4,12,Champions
C01343,39,4,19478.94,3,3,3,9,Loyal
C01345,57,8,30478.42,3,4,4,11,Champions
C01346,215,6,15840.4,1,4,2,7,Regular
C01347,57,5,27746.42,3,4,4,11,Champions
C01348,119,3,4564.0,2,2,1,5,At Risk
C01349,5,7,29135.62,4,4,4,12,Champions
C01350,103,3,11735.5,2,2,2,6,Regular
C01352,38,7,36721.270000000004,3,4,4,11,Champions
C01353,15,8,33459.54,4,4,4,12,Champions
C01354,11,6,27542.5,4,4,4,12,Champions
C01355,133,4,26006.16,1,3,4,8,Regular
C01356,8,3,14500.84,4,2,2,8,Regular
C01357,189,3,17107.87,1,2,3,6,Regular
C01358,34,5,18373.21,3,4,3,10,Loyal
C01359,27,5,25379.68,4,4,4,12,Champions
C01360,47,5,13206.36,3,4,2,9,Loyal
C01361,66,2,10165.710000000001,3,1,2,6,Regular
C01362,51,4,11509.869999999999,3,3,2,8,Regular
C01363,88,4,35513.53,2,3,4,9,Loyal
C01364,63,5,22470.55,3,4,3,10,Loyal
C01365,3,8,44671.55,4,4,4,12,Champions
C01366,91,2,9611.460000000001,2,1,2,5,At Risk
C01367,10,4,22977.7,4,3,3,10,Loyal
C01368,204,3,5459.48,1,2,1,4,At Risk
C01369,84,3,11945.880000000001,2,2,2,6,Regular
C01370,246,3,13653.71,1,2,2,5,At Risk
C01371,256,1,6360.93,1,1,1,3,At Risk
C01372,345,1,1218.49,1,1,1,3,At Risk
C01373,8,2,7528.53,4,1,1,6,Regular
C01374,46,5,22911.97,3,4,3,10,Loyal
C01375,36,3,21180.44,3,2,3,8,Regular
C01376,63,3,16673.86,3,2,3,8,Regular
C01377,1,3,18351.81,4,2,3,9,Loyal
C01378,10,2,10371.86,4,1,2,7,Regular
C01379,16,2,3568.62,4,1,1,6,Regular
C01380,56,2,10832.220000000001,3,1,2,6,Regular
C01381,97,3,15841.18,2,2,2,6,Regular
C01382,140,3,13953.8,1,2,2,5,At Risk
C01383,43,5,19619.489999999998,3,4,3,10,Loyal
C01384,87,3,14964.18,2,2,2,6,Regular
C01385,80,2,6059.17,2,1,1,4,At Risk
C01386,33,5,25088.67,3,4,4,11,Champions
C01387,13,2,5625.31,4,1,1,6,Regular
C01388,129,4,25494.88,2,3,4,9,Loyal
C01389,197,3,4703.82,1,2,1,4,At Risk
C01390,24,6,32496.73,4,4,4,12,Champions
C01391,86,3,5449.16,2,2,1,5,At Risk
C01392,59,8,44632.4,3,4,4,11,Champions
C01393,334,1,3571.07,1,1,1,3,At Risk
C01394,145,4,28509.4,1,3,4,8,Regular
C01395,155,4,32106.76,1,3,4,8,Regular
C01396,102,2,13693.45,2,1,2,5,At Risk
C01397,148,2,4087.61,1,1,1,3,At Risk
C01398,266,4,30221.59,1,3,4,8,Regular
C01399,109,2,10133.099999999999,2,1,2,5,At Risk
C01400,75,2,6072.82,2,1,1,4,At Risk
C01401,20,3,11665.66,4,2,2,8,Regular
C01402,28,5,19349.36,3,4,3,10,Loyal
C01403,17,6,21086.23,4,4,3,11,Champions
C01404,73,2,9241.57,2,1,1,4,At Risk
C01405,12,6,21810.06,4,4,3,11,Champions
C01406,92,8,40767.880000000005,2,4,4,10,Loyal
C01407,86,5,15281.970000000001,2,4,2,8,Regular
C01408,49,6,22024.71,3,4,3,10,Loyal
C01409,3,4,17558.58,4,3,3,10,Loyal
C01410,24,4,34413.67,4,3,4,11,Champions
C01411,57,4,18242.72,3,3,3,9,Loyal
C01412,95,1,4634.04,2,1,1,4,At Risk
C01413,30,3,22506.07,3,2,3,8,Regular
C01414,87,4,20055.39,2,3,3,8,Regular
C01415,46,6,27424.8,3,4,4,11,Champions
C01416,16,6,23133.93,4,4,3,11,Champions
C01417,82,1,294.78,2,1,1,4,At Risk
C01418,63,5,24096.100000000002,3,4,3,10,Loyal
C01419,25,4,36358.72,4,3,4,11,Champions
C01420,185,4,23771.55,1,3,3,7,Regular
C01421,14,4,22877.25,4,3,3,10,Loyal
C01422,79,5,18970.92,2,4,3,9,Loyal
C01423,34,4,17570.91,3,3,3,9,Loyal
C01424,19,6,47518.06,4,4,4,12,Champions
C01425,57,3,13929.119999999999,3,2,2,7,Regular
C01426,48,6,22660.75,3,4,3,10,Loyal
C01427,76,6,32214.899999999998,2,4,4,10,Loyal
C01428,76,6,28386.84,2,4,4,10,Loyal
C01429,237,8,37363.09,1,4,4,9,Loyal
C01430,120,3,13705.33,2,2,2,6,Regular
C01431,150,3,11549.16,1,2,2,5,At Risk
C01432,3,6,51057.56,4,4,4,12,Champions
C01433,71,5,30781.58,2,4,4,10,Loyal
C01434,10,5,18424.23,4,4,3,11,Champions
C01435,6,3,15665.550000000001,4,2,2,8,Regular
C01436,55,4,18974.27,3,3,3,9,Loyal
C01437,70,4,13984.66,2,3,2,7,Regular
C01438,127,3,11552.76,2,2,2,6,Regular
C01439,91,4,22167.72,2,3,3,8,Regular
C01440,33,2,15957.220000000001,3,1,2,6,Regular
C01441,45,3,21074.21,3,2,3,8,Regular
C01442,129,3,15495.01,2,2,2,6,Regular
C01443,14,2,11105.92,4,1,2,7,Regular
C01444,8,4,13555.35,4,3,2,9,Loyal
C01445,50,5,21285.99,3,4,3,10,Loyal
C01446,45,1,2910.18,3,1,1,5,At Risk
C01447,101,6,30482.16,2,4,4,10,Loyal
C01448,130,4,25036.33,2,3,4,9,Loyal
C01449,70,5,22649.14,2,4,3,9,Loyal
C01450,122,3,20599.5,2,2,3,7,Regular
C01451,53,5,16684.920000000002,3,4,3,10,Loyal
C01452,47,1,1258.3,3,1,1,5,At Risk
C01453,173,2,11397.939999999999,1,1,2,4,At Risk
C01454,270,1,9133.49,1,1,1,3,At Risk
C01455,30,2,13429.36,3,1,2,6,Regular
C01457,286,1,8417.4,1,1,1,3,At Risk
C01458,75,3,16981.77,2,2,3,7,Regular
C01459,119,4,22219.32,2,3,3,8,Regular
C01460,14,3,6394.86,4,2,1,7,Regular
C01461,218,2,12711.61,1,1,2,4,At Risk
C01462,260,1,5246.24,1,1,1,3,At Risk
C01463,361,1,10907.75,1,1,2,4,At Risk
C01464,224,1,2503.68,1,1,1,3,At Risk
C01465,6,2,14543.65,4,1,2,7,Regular
C01466,175,3,18661.6,1,2,3,6,Regular
C01467,38,4,36348.61,3,3,4,10,Loyal
C01468,166,4,8049.24,1,3,1,5,At Risk
C01469,229,5,13867.369999999999,1,4,2,7,Regular
C01470,3,4,15362.66,4,3,2,9,Loyal
C01471,98,4,12256.4,2,3,2,7,Regular
C01472,197,3,21420.13,1,2,3,6,Regular
C01473,69,3,13038.03,3,2,2,7,Regular
C01474,23,4,25833.37,4,3,4,11,Champions
C01475,219,5,18931.53,1,4,3,8,Regular
C01476,155,2,9743.42,1,1,2,4,At Risk
C01477,34,2,15148.41,3,1,2,6,Regular
C01478,90,4,19064.18,2,3,3,8,Regular
C01479,122,2,9604.810000000001,2,1,2,5,At Risk
C01480,111,4,15170.49,2,3,2,7,Regular
C01481,83,3,15263.830000000002,2,2,2,6,Regular
C01482,111,4,19777.61,2,3,3,8,Regular
C01483,9,4,23539.78,4,3,3,10,Loyal
C01484,172,3,8313.85,1,2,1,4,At Risk
C01485,38,3,14699.119999999999,3,2,2,7,Regular
C01486,93,2,6286.5,2,1,1,4,At Risk
C01487,27,6,20671.45,3,4,3,10,Loyal
C01488,174,2,4604.55,1,1,1,3,At Risk
C01489,7,4,14713.18,4,3,2,9,Loyal
C01490,42,3,11502.26,3,2,2,7,Regular
C01491,15,5,26216.71,4,4,4,12,Champions
C01492,45,2,4174.3099999999995,3,1,1,5,At Risk
C01493,44,4,13798.76,3,3,2,8,Regular
C01494,85,8,49153.35,2,4,4,10,Loyal
C01495,233,1,3786.28,1,1,1,3,At Risk
C01496,32,4,15348.439999999999,3,3,2,8,Regular
C01497,66,2,5576.88,3,1,1,5,At Risk
C01498,54,4,24589.07,3,3,3,9,Loyal
C01499,235,2,9220.9,1,1,1,3,At Risk
C01500,216,1,8449.27,1,1,1,3,At Risk
C01501,26,3,31632.24,4,2,4,10,Loyal
C01502,74,6,30570.3,2,4,4,10,Loyal
C01503,40,6,18303.76,3,4,3,10,Loyal
C01504,63,5,24809.92,3,4,4,11,Champions
C01505,86,2,6082.02,2,1,1,4,At Risk
C01506,39,4,16313.89,3,3,3,9,Loyal
C01507,200,4,15516.14,1,3,2,6,Regular
C01508,338,1,6079.74,1,1,1,3,At Risk
C01509,135,5,23899.690000000002,1,4,3,8,Regular
C01510,5,8,26053.84,4,4,4,12,Champions
C01511,45,1,4310.6,3,1,1,5,At Risk
C01512,47,3,11753.9,3,2,2,7,Regular
C01513,29,5,29107.18,3,4,4,11,Champions
C01514,8,5,18243.89,4,4,3,11,Champions
C01515,137,2,4732.74,1,1,1,3,At Risk
C01516,120,5,28622.59,2,4,4,10,Loyal
C01517,125,5,26463.739999999998,2,4,4,10,Loyal
C01518,97,7,26616.84,2,4,4,10,Loyal
C01519,57,3,13459.08,3,2,2,7,Regular
C01520,5,10,45852.1,4,4,4,12,Champions
C01521,83,6,18712.72,2,4,3,9,Loyal
C01522,65,6,63312.119999999995,3,4,4,11,Champions
C01523,170,1,3745.47,1,1,1,3,At Risk
C01524,12,5,35042.09,4,4,4,12,Champions
C01525,153,6,26770.85,1,4,4,9,Loyal
C01526,49,3,10213.29,3,2,2,7,Regular
C01527,82,4,15948.74,2,3,2,7,Regular
C01528,112,3,17345.22,2,2,3,7,Regular
C01529,132,2,9975.5,2,1,2,5,At Risk
C01530,209,3,3501.01,1,2,1,4,At Risk
C01531,228,1,661.04,1,1,1,3,At Risk
C01532,101,2,5870.66,2,1,1,4,At Risk
C01533,131,2,8952.21,2,1,1,4,At Risk
C01534,64,4,29794.32,3,3,4,10,Loyal
C01535,40,4,27139.050000000003,3,3,4,10,Loyal
C01536,211,1,10834.07,1,1,2,4,At Risk
C01537,73,6,24052.87,2,4,3,9,Loyal
C01538,29,5,38955.08,3,4,4,11,Champions
C01539,22,4,10792.36,4,3,2,9,Loyal
C01540,227,3,19743.559999999998,1,2,3,6,Regular
C01541,70,3,12086.16,2,2,2,6,Regular
C01542,14,2,15018.380000000001,4,1,2,7,Regular
C01543,32,5,27129.29,3,4,4,11,Champions
C01544,39,5,14179.369999999999,3,4,2,9,Loyal
C01545,5,3,26052.71,4,2,4,10,Loyal
C01546,210,3,21010.29,1,2,3,6,Regular
C01547,78,3,30593.28,2,2,4,8,Regular
C01548,77,6,23319.41,2,4,3,9,Loyal
C01549,155,2,5135.74,1,1,1,3,At Risk
C01550,123,6,35175.55,2,4,4,10,Loyal
C01551,16,6,19891.04,4,4,3,11,Champions
C01552,324,1,3600.86,1,1,1,3,At Risk
C01553,45,3,14888.82,3,2,2,7,Regular
C01554,18,7,47545.81,4,4,4,12,Champions
C01555,148,2,5702.88,1,1,1,3,At Risk
C01556,12,3,13422.38,4,2,2,8,Regular
C01557,95,7,33059.8,2,4,4,10,Loyal
C01558,2,5,24908.030000000002,4,4,4,12,Champions
C01559,43,7,17437.82,3,4,3,10,Loyal
C01560,346,2,6192.4,1,1,1,3,At Risk
C01561,18,3,9331.98,4,2,1,7,Regular
C01562,33,4,16432.48,3,3,3,9,Loyal
C01563,31,6,20004.22,3,4,3,10,Loyal
C01564,67,4,13417.56,3,3,2,8,Regular
C01565,175,3,12295.369999999999,1,2,2,5,At Risk
C01566,6,7,30401.41,4,4,4,12,Champions
C01567,20,6,37750.22,4,4,4,12,Champions
C01568,183,4,9123.060000000001,1,3,1,5,At Risk
C01569,23,1,2756.52,4,1,1,6,Regular
C01570,38,6,28070.53,3,4,4,11,Champions
C01571,174,3,23117.04,1,2,3,6,Regular
C01572,20,4,20644.35,4,3,3,10,Loyal
C01573,30,2,4860.24,3,1,1,5,At Risk
C01574,67,2,7777.450000000001,3,1,1,5,At Risk
C01575,39,7,25605.03,3,4,4,11,Champions
C01576,112,6,30721.02,2,4,4,10,Loyal
C01577,92,6,41430.41,2,4,4,10,Loyal
C01578,38,2,1779.19,3,1,1,5,At Risk
C01579,106,3,8592.73,2,2,1,5,At Risk
C01580,10,6,33400.69,4,4,4,12,Champions
C01581,183,4,18015.170000000002,1,3,3,7,Regular
C01582,129,1,5699.79,2,1,1,4,At Risk
C01583,10,6,27070.31,4,4,4,12,Champions
C01584,8,8,46659.34,4,4,4,12,Champions
C01585,109,2,4161.360000000001,2,1,1,4,At Risk
C01586,71,8,34504.36,2,4,4,10,Loyal
C01587,64,2,3740.7999999999997,3,1,1,5,At Risk
C01588,30,4,17412.27,3,3,3,9,Loyal
C01589,8,6,26694.7,4,4,4,12,Champions
C01590,34,4,12264.050000000001,3,3,2,8,Regular
C01592,1,6,28596.119999999995,4,4,4,12,Champions
C01593,77,6,17773.52,2,4,3,9,Loyal
C01594,152,6,20190.940000000002,1,4,3,8,Regular
C01595,23,7,27261.83,4,4,4,12,Champions
C01596,54,2,7021.43,3,1,1,5,At Risk
C01597,131,1,4103.1,2,1,1,4,At Risk
C01598,20,9,40330.22,4,4,4,12,Champions
C01599,154,2,8458.25,1,1,1,3,At Risk
C01600,62,6,44169.65,3,4,4,11,Champions
C01601,18,5,15089.93,4,4,2,10,Loyal
C01602,70,3,7577.860000000001,2,2,1,5,At Risk
C01603,48,3,14433.25,3,2,2,7,Regular
C01604,21,3,12136.1,4,2,2,8,Regular
C01605,7,4,22271.59,4,3,3,10,Loyal
C01606,117,1,2129.6,2,1,1,4,At Risk
C01607,22,3,8011.58,4,2,1,7,Regular
C01609,175,7,42442.39,1,4,4,9,Loyal
C01610,123,4,10571.94,2,3,2,7,Regular
C01611,234,1,8570.03,1,1,1,3,At Risk
C01612,1,7,25837.63,4,4,4,12,Champions
C01613,114,5,26087.79,2,4,4,10,Loyal
C01614,4,4,6811.8099999999995,4,3,1,8,Regular
C01615,73,2,9875.57,2,1,2,5,At Risk
C01616,35,4,13411.82,3,3,2,8,Regular
C01617,11,5,35352.09,4,4,4,12,Champions
C01618,43,8,48477.14,3,4,4,11,Champions
C01619,18,5,27437.239999999998,4,4,4,12,Champions
C01620,47,2,6715.110000000001,3,1,1,5,At Risk
C01621,109,5,17516.72,2,4,3,9,Loyal
C01622,157,6,35292.89,1,4,4,9,Loyal
C01623,70,2,4431.26,2,1,1,4,At Risk
C01624,109,1,13870.73,2,1,2,5,At Risk
C01625,171,1,1222.5,1,1,1,3,At Risk
C01626,55,4,21813.260000000002,3,3,3,9,Loyal
C01627,152,4,7485.9800000000005,1,3,1,5,At Risk
C01628,162,3,16550.239999999998,1,2,3,6,Regular
C01629,146,6,26394.82,1,4,4,9,Loyal
C01630,70,4,17793.58,2,3,3,8,Regular
C01631,28,6,34741.979999999996,3,4,4,11,Champions
C01632,76,2,5007.0599999999995,2,1,1,4,At Risk
C01633,14,6,15456.960000000001,4,4,2,10,Loyal
C01634,228,3,13004.13,1,2,2,5,At Risk
C01635,195,5,13897.52,1,4,2,7,Regular
C01636,18,4,29855.51,4,3,4,11,Champions
C01637,168,4,6272.27,1,3,1,5,At Risk
C01638,40,5,29954.61,3,4,4,11,Champions
C01639,89,3,11264.33,2,2,2,6,Regular
C01640,158,2,11260.36,1,1,2,4,At Risk
C01641,9,4,21736.18,4,3,3,10,Loyal
C01642,11,7,30971.190000000002,4,4,4,12,Champions
C01644,205,1,5483.76,1,1,1,3,At Risk
C01645,105,7,30056.24,2,4,4,10,Loyal
C01646,31,4,24420.039999999997,3,3,3,9,Loyal
C01647,9,3,19870.04,4,2,3,9,Loyal
C01648,118,3,20956.66,2,2,3,7,Regular
C01649,47,5,20208.65,3,4,3,10,Loyal
C01650,134,2,14379.539999999999,1,1,2,4,At Risk
C01651,11,4,20419.489999999998,4,3,3,10,Loyal
C01652,233,4,23442.11,1,3,3,7,Regular
